Country,Year_Week,Cases,Y_M
Nepal,2009-22,NA,2009-6
Oman,2009-22,0,2009-6
Pakistan,2009-22,0,2009-6
Philippines,2009-22,40,2009-6
Qatar,2009-22,NA,2009-6
Republic of Korea,2009-22,0,2009-6
Singapore,2009-22,2,2009-6
Sri Lanka,2009-22,0,2009-6
Syrian Arab Republic,2009-22,NA,2009-6
Thailand,2009-22,10,2009-6
Turkey,2009-22,0,2009-6
Viet Nam,2009-22,0,2009-6
Afghanistan,2009-23,NA,2009-6
Armenia,2009-23,NA,2009-6
Azerbaijan,2009-23,NA,2009-6
Bahrain,2009-23,NA,2009-6
Bangladesh,2009-23,NA,2009-6
Bhutan,2009-23,NA,2009-6
Cambodia,2009-23,0,2009-6
China,2009-23,15,2009-6
Georgia,2009-23,0,2009-6
India,2009-23,NA,2009-6
Indonesia,2009-23,NA,2009-6
Iran (Islamic Republic of),2009-23,0,2009-6
Iraq,2009-23,0,2009-6
Israel,2009-23,18,2009-6
Japan,2009-23,54,2009-6
Jordan,2009-23,NA,2009-6
Kazakhstan,2009-23,0,2009-6
Kyrgyzstan,2009-23,0,2009-6
Lao People's Democratic Republic,2009-23,NA,2009-6
Malaysia,2009-23,1,2009-6
Mongolia,2009-23,0,2009-6
Nepal,2009-23,NA,2009-6
Oman,2009-23,0,2009-6
Pakistan,2009-23,0,2009-6
Philippines,2009-23,306,2009-6
Qatar,2009-23,NA,2009-6
Republic of Korea,2009-23,0,2009-6
Singapore,2009-23,9,2009-6
Sri Lanka,2009-23,0,2009-6
Syrian Arab Republic,2009-23,NA,2009-6
Thailand,2009-23,10,2009-6
Turkey,2009-23,2,2009-6
Viet Nam,2009-23,0,2009-6
Afghanistan,2009-24,NA,2009-6
Armenia,2009-24,NA,2009-6
Azerbaijan,2009-24,NA,2009-6
Bahrain,2009-24,NA,2009-6
Bangladesh,2009-24,NA,2009-6
Bhutan,2009-24,NA,2009-6
Cambodia,2009-24,0,2009-6
China,2009-24,29,2009-6
Georgia,2009-24,0,2009-6
India,2009-24,NA,2009-6
Indonesia,2009-24,NA,2009-6
Iran (Islamic Republic of),2009-24,0,2009-6
Iraq,2009-24,1,2009-6
Israel,2009-24,44,2009-6
Japan,2009-24,149,2009-6
Jordan,2009-24,NA,2009-6
Kazakhstan,2009-24,0,2009-6
Kyrgyzstan,2009-24,0,2009-6
Lao People's Democratic Republic,2009-24,NA,2009-6
Malaysia,2009-24,0,2009-6
Mongolia,2009-24,0,2009-6
Nepal,2009-24,NA,2009-6
Oman,2009-24,0,2009-6
Pakistan,2009-24,0,2009-6
Philippines,2009-24,642,2009-6
Qatar,2009-24,NA,2009-6
Republic of Korea,2009-24,0,2009-6
Singapore,2009-24,3,2009-6
Sri Lanka,2009-24,0,2009-6
Syrian Arab Republic,2009-24,NA,2009-6
Thailand,2009-24,0,2009-6
Turkey,2009-24,1,2009-6
Viet Nam,2009-24,0,2009-6
Afghanistan,2009-25,NA,2009-6
Armenia,2009-25,NA,2009-6
Azerbaijan,2009-25,NA,2009-6
Bahrain,2009-25,NA,2009-6
Bangladesh,2009-25,NA,2009-6
Bhutan,2009-25,NA,2009-6
Cambodia,2009-25,0,2009-6
China,2009-25,220,2009-6
Georgia,2009-25,0,2009-6
India,2009-25,13,2009-6
Indonesia,2009-25,NA,2009-6
Iran (Islamic Republic of),2009-25,0,2009-6
Iraq,2009-25,0,2009-6
Israel,2009-25,163,2009-6
Japan,2009-25,209,2009-6
Jordan,2009-25,NA,2009-6
Kazakhstan,2009-25,0,2009-6
Kyrgyzstan,2009-25,0,2009-6
Lao People's Democratic Republic,2009-25,NA,2009-6
Malaysia,2009-25,0,2009-6
Mongolia,2009-25,0,2009-6
Nepal,2009-25,NA,2009-6
Oman,2009-25,0,2009-6
Pakistan,2009-25,1,2009-6
Philippines,2009-25,"1,198",2009-6
Qatar,2009-25,NA,2009-6
Republic of Korea,2009-25,52,2009-6
Singapore,2009-25,49,2009-6
Sri Lanka,2009-25,4,2009-6
Syrian Arab Republic,2009-25,NA,2009-6
Thailand,2009-25,2,2009-6
Turkey,2009-25,4,2009-6
Viet Nam,2009-25,0,2009-6
Afghanistan,2009-26,NA,2009-6
Armenia,2009-26,NA,2009-6
Azerbaijan,2009-26,NA,2009-6
Bahrain,2009-26,NA,2009-6
Bangladesh,2009-26,NA,2009-6
Bhutan,2009-26,NA,2009-6
Cambodia,2009-26,6,2009-6
China,2009-26,378,2009-6
Georgia,2009-26,0,2009-6
India,2009-26,9,2009-6
Indonesia,2009-26,NA,2009-6
Iran (Islamic Republic of),2009-26,1,2009-6
Iraq,2009-26,0,2009-6
Israel,2009-26,168,2009-6
Japan,2009-26,247,2009-6
Jordan,2009-26,NA,2009-6
Kazakhstan,2009-26,NA,2009-6
Kyrgyzstan,2009-26,0,2009-6
Lao People's Democratic Republic,2009-26,NA,2009-6
Malaysia,2009-26,0,2009-6
Mongolia,2009-26,0,2009-6
Nepal,2009-26,NA,2009-6
Oman,2009-26,0,2009-6
Pakistan,2009-26,0,2009-6
Philippines,2009-26,"1,378",2009-6
Qatar,2009-26,NA,2009-6
Republic of Korea,2009-26,88,2009-6
Singapore,2009-26,132,2009-6
Sri Lanka,2009-26,9,2009-6
Syrian Arab Republic,2009-26,NA,2009-6
Thailand,2009-26,8,2009-6
Turkey,2009-26,1,2009-6
Viet Nam,2009-26,0,2009-6
Afghanistan,2009-27,NA,2009-7
Armenia,2009-27,NA,2009-7
Azerbaijan,2009-27,NA,2009-7
Bahrain,2009-27,NA,2009-7
Bangladesh,2009-27,NA,2009-7
Bhutan,2009-27,NA,2009-7
Cambodia,2009-27,2,2009-7
China,2009-27,258,2009-7
Georgia,2009-27,0,2009-7
India,2009-27,18,2009-7
Indonesia,2009-27,NA,2009-7
Iran (Islamic Republic of),2009-27,0,2009-7
Iraq,2009-27,0,2009-7
Israel,2009-27,217,2009-7
Japan,2009-27,394,2009-7
Jordan,2009-27,NA,2009-7
Kazakhstan,2009-27,NA,2009-7
Kyrgyzstan,2009-27,0,2009-7
Lao People's Democratic Republic,2009-27,NA,2009-7
Malaysia,2009-27,0,2009-7
Mongolia,2009-27,0,2009-7
Nepal,2009-27,NA,2009-7
Oman,2009-27,0,2009-7
Pakistan,2009-27,0,2009-7
Philippines,2009-27,789,2009-7
Qatar,2009-27,NA,2009-7
Republic of Korea,2009-27,92,2009-7
Singapore,2009-27,233,2009-7
Sri Lanka,2009-27,9,2009-7
Syrian Arab Republic,2009-27,NA,2009-7
Thailand,2009-27,21,2009-7
Turkey,2009-27,10,2009-7
Viet Nam,2009-27,1,2009-7
Afghanistan,2009-28,NA,2009-7
Armenia,2009-28,NA,2009-7
Azerbaijan,2009-28,NA,2009-7
Bahrain,2009-28,NA,2009-7
Bangladesh,2009-28,NA,2009-7
Bhutan,2009-28,NA,2009-7
Cambodia,2009-28,4,2009-7
China,2009-28,317,2009-7
Georgia,2009-28,0,2009-7
India,2009-28,23,2009-7
Indonesia,2009-28,NA,2009-7
Iran (Islamic Republic of),2009-28,2,2009-7
Iraq,2009-28,14,2009-7
Israel,2009-28,139,2009-7
Japan,2009-28,782,2009-7
Jordan,2009-28,NA,2009-7
Kazakhstan,2009-28,NA,2009-7
Kyrgyzstan,2009-28,0,2009-7
Lao People's Democratic Republic,2009-28,NA,2009-7
Malaysia,2009-28,3,2009-7
Mongolia,2009-28,0,2009-7
Nepal,2009-28,NA,2009-7
Oman,2009-28,0,2009-7
Pakistan,2009-28,0,2009-7
Philippines,2009-28,662,2009-7
Qatar,2009-28,NA,2009-7
Republic of Korea,2009-28,256,2009-7
Singapore,2009-28,403,2009-7
Sri Lanka,2009-28,14,2009-7
Syrian Arab Republic,2009-28,NA,2009-7
Thailand,2009-28,6,2009-7
Turkey,2009-28,5,2009-7
Viet Nam,2009-28,1,2009-7
Afghanistan,2009-29,NA,2009-7
Armenia,2009-29,NA,2009-7
Azerbaijan,2009-29,NA,2009-7
Bahrain,2009-29,NA,2009-7
Bangladesh,2009-29,NA,2009-7
Bhutan,2009-29,NA,2009-7
Cambodia,2009-29,7,2009-7
China,2009-29,562,2009-7
Georgia,2009-29,1,2009-7
India,2009-29,27,2009-7
Indonesia,2009-29,NA,2009-7
Iran (Islamic Republic of),2009-29,1,2009-7
Iraq,2009-29,4,2009-7
Israel,2009-29,296,2009-7
Japan,2009-29,"1,116",2009-7
Jordan,2009-29,NA,2009-7
Kazakhstan,2009-29,NA,2009-7
Kyrgyzstan,2009-29,0,2009-7
Lao People's Democratic Republic,2009-29,NA,2009-7
Malaysia,2009-29,4,2009-7
Mongolia,2009-29,0,2009-7
Nepal,2009-29,NA,2009-7
Oman,2009-29,0,2009-7
Pakistan,2009-29,0,2009-7
Philippines,2009-29,629,2009-7
Qatar,2009-29,NA,2009-7
Republic of Korea,2009-29,262,2009-7
Singapore,2009-29,547,2009-7
Sri Lanka,2009-29,7,2009-7
Syrian Arab Republic,2009-29,NA,2009-7
Thailand,2009-29,72,2009-7
Turkey,2009-29,NA,2009-7
Viet Nam,2009-29,3,2009-7
Afghanistan,2009-30,NA,2009-7
Armenia,2009-30,NA,2009-7
Azerbaijan,2009-30,NA,2009-7
Bahrain,2009-30,NA,2009-7
Bangladesh,2009-30,NA,2009-7
Bhutan,2009-30,NA,2009-7
Cambodia,2009-30,NA,2009-7
China,2009-30,901,2009-7
Georgia,2009-30,1,2009-7
India,2009-30,45,2009-7
Indonesia,2009-30,NA,2009-7
Iran (Islamic Republic of),2009-30,43,2009-7
Iraq,2009-30,1,2009-7
Israel,2009-30,343,2009-7
Japan,2009-30,"1,011",2009-7
Jordan,2009-30,NA,2009-7
Kazakhstan,2009-30,NA,2009-7
Kyrgyzstan,2009-30,0,2009-7
Lao People's Democratic Republic,2009-30,NA,2009-7
Malaysia,2009-30,10,2009-7
Mongolia,2009-30,0,2009-7
Nepal,2009-30,NA,2009-7
Oman,2009-30,0,2009-7
Pakistan,2009-30,0,2009-7
Philippines,2009-30,295,2009-7
Qatar,2009-30,NA,2009-7
Republic of Korea,2009-30,258,2009-7
Singapore,2009-30,602,2009-7
Sri Lanka,2009-30,12,2009-7
Syrian Arab Republic,2009-30,NA,2009-7
Thailand,2009-30,40,2009-7
Turkey,2009-30,NA,2009-7
Viet Nam,2009-30,4,2009-7
Afghanistan,2009-31,NA,2009-8
Armenia,2009-31,NA,2009-8
Azerbaijan,2009-31,NA,2009-8
Bahrain,2009-31,NA,2009-8
Bangladesh,2009-31,NA,2009-8
Bhutan,2009-31,NA,2009-8
Cambodia,2009-31,3,2009-8
China,2009-31,"1,391",2009-8
Georgia,2009-31,10,2009-8
India,2009-31,67,2009-8
Indonesia,2009-31,NA,2009-8
Iran (Islamic Republic of),2009-31,68,2009-8
Iraq,2009-31,0,2009-8
Israel,2009-31,485,2009-8
Japan,2009-31,748,2009-8
Jordan,2009-31,NA,2009-8
Kazakhstan,2009-31,NA,2009-8
Kyrgyzstan,2009-31,0,2009-8
Lao People's Democratic Republic,2009-31,NA,2009-8
Malaysia,2009-31,30,2009-8
Mongolia,2009-31,0,2009-8
Nepal,2009-31,NA,2009-8
Oman,2009-31,0,2009-8
Pakistan,2009-31,0,2009-8
Philippines,2009-31,317,2009-8
Qatar,2009-31,NA,2009-8
Republic of Korea,2009-31,144,2009-8
Singapore,2009-31,639,2009-8
Sri Lanka,2009-31,8,2009-8
Syrian Arab Republic,2009-31,NA,2009-8
Thailand,2009-31,20,2009-8
Turkey,2009-31,NA,2009-8
Viet Nam,2009-31,9,2009-8
Afghanistan,2009-32,NA,2009-8
Armenia,2009-32,NA,2009-8
Azerbaijan,2009-32,NA,2009-8
Bahrain,2009-32,NA,2009-8
Bangladesh,2009-32,NA,2009-8
Bhutan,2009-32,NA,2009-8
Cambodia,2009-32,2,2009-8
China,2009-32,25,2009-8
Georgia,2009-32,1,2009-8
India,2009-32,209,2009-8
Indonesia,2009-32,NA,2009-8
Iran (Islamic Republic of),2009-32,32,2009-8
Iraq,2009-32,0,2009-8
Israel,2009-32,290,2009-8
Japan,2009-32,"1,053",2009-8
Jordan,2009-32,NA,2009-8
Kazakhstan,2009-32,NA,2009-8
Kyrgyzstan,2009-32,0,2009-8
Lao People's Democratic Republic,2009-32,NA,2009-8
Malaysia,2009-32,66,2009-8
Mongolia,2009-32,0,2009-8
Nepal,2009-32,NA,2009-8
Oman,2009-32,0,2009-8
Pakistan,2009-32,1,2009-8
Philippines,2009-32,120,2009-8
Qatar,2009-32,NA,2009-8
Republic of Korea,2009-32,8,2009-8
Singapore,2009-32,650,2009-8
Sri Lanka,2009-32,5,2009-8
Syrian Arab Republic,2009-32,NA,2009-8
Thailand,2009-32,7,2009-8
Turkey,2009-32,NA,2009-8
Viet Nam,2009-32,17,2009-8
Afghanistan,2009-33,NA,2009-8
Armenia,2009-33,NA,2009-8
Azerbaijan,2009-33,NA,2009-8
Bahrain,2009-33,NA,2009-8
Bangladesh,2009-33,NA,2009-8
Bhutan,2009-33,NA,2009-8
Cambodia,2009-33,2,2009-8
China,2009-33,"1,496",2009-8
Georgia,2009-33,0,2009-8
India,2009-33,713,2009-8
Indonesia,2009-33,NA,2009-8
Iran (Islamic Republic of),2009-33,11,2009-8
Iraq,2009-33,0,2009-8
Israel,2009-33,249,2009-8
Japan,2009-33,"1,122",2009-8
Jordan,2009-33,NA,2009-8
Kazakhstan,2009-33,NA,2009-8
Kyrgyzstan,2009-33,0,2009-8
Lao People's Democratic Republic,2009-33,NA,2009-8
Malaysia,2009-33,61,2009-8
Mongolia,2009-33,0,2009-8
Nepal,2009-33,NA,2009-8
Oman,2009-33,0,2009-8
Pakistan,2009-33,0,2009-8
Philippines,2009-33,85,2009-8
Qatar,2009-33,NA,2009-8
Republic of Korea,2009-33,4,2009-8
Singapore,2009-33,409,2009-8
Sri Lanka,2009-33,6,2009-8
Syrian Arab Republic,2009-33,NA,2009-8
Thailand,2009-33,30,2009-8
Turkey,2009-33,NA,2009-8
Viet Nam,2009-33,24,2009-8
Afghanistan,2009-34,NA,2009-8
Armenia,2009-34,NA,2009-8
Azerbaijan,2009-34,NA,2009-8
Bahrain,2009-34,NA,2009-8
Bangladesh,2009-34,NA,2009-8
Bhutan,2009-34,NA,2009-8
Cambodia,2009-34,4,2009-8
China,2009-34,"2,124",2009-8
Georgia,2009-34,1,2009-8
India,2009-34,292,2009-8
Indonesia,2009-34,NA,2009-8
Iran (Islamic Republic of),2009-34,NA,2009-8
Iraq,2009-34,0,2009-8
Israel,2009-34,225,2009-8
Japan,2009-34,"1,512",2009-8
Jordan,2009-34,NA,2009-8
Kazakhstan,2009-34,NA,2009-8
Kyrgyzstan,2009-34,3,2009-8
Lao People's Democratic Republic,2009-34,NA,2009-8
Malaysia,2009-34,64,2009-8
Mongolia,2009-34,0,2009-8
Nepal,2009-34,NA,2009-8
Oman,2009-34,0,2009-8
Pakistan,2009-34,0,2009-8
Philippines,2009-34,42,2009-8
Qatar,2009-34,NA,2009-8
Republic of Korea,2009-34,9,2009-8
Singapore,2009-34,371,2009-8
Sri Lanka,2009-34,7,2009-8
Syrian Arab Republic,2009-34,NA,2009-8
Thailand,2009-34,29,2009-8
Turkey,2009-34,NA,2009-8
Viet Nam,2009-34,27,2009-8
Afghanistan,2009-35,NA,2009-8
Armenia,2009-35,NA,2009-8
Azerbaijan,2009-35,NA,2009-8
Bahrain,2009-35,NA,2009-8
Bangladesh,2009-35,NA,2009-8
Bhutan,2009-35,NA,2009-8
Cambodia,2009-35,12,2009-8
China,2009-35,"2,631",2009-8
Georgia,2009-35,2,2009-8
India,2009-35,149,2009-8
Indonesia,2009-35,NA,2009-8
Iran (Islamic Republic of),2009-35,60,2009-8
Iraq,2009-35,0,2009-8
Israel,2009-35,196,2009-8
Japan,2009-35,"1,001",2009-8
Jordan,2009-35,NA,2009-8
Kazakhstan,2009-35,NA,2009-8
Kyrgyzstan,2009-35,1,2009-8
Lao People's Democratic Republic,2009-35,NA,2009-8
Malaysia,2009-35,20,2009-8
Mongolia,2009-35,0,2009-8
Nepal,2009-35,NA,2009-8
Oman,2009-35,0,2009-8
Pakistan,2009-35,0,2009-8
Philippines,2009-35,9,2009-8
Qatar,2009-35,NA,2009-8
Republic of Korea,2009-35,7,2009-8
Singapore,2009-35,289,2009-8
Sri Lanka,2009-35,7,2009-8
Syrian Arab Republic,2009-35,NA,2009-8
Thailand,2009-35,17,2009-8
Turkey,2009-35,NA,2009-8
Viet Nam,2009-35,11,2009-8
Afghanistan,2009-36,NA,2009-9
Armenia,2009-36,NA,2009-9
Azerbaijan,2009-36,NA,2009-9
Bahrain,2009-36,NA,2009-9
Bangladesh,2009-36,NA,2009-9
Bhutan,2009-36,NA,2009-9
Cambodia,2009-36,13,2009-9
China,2009-36,"2,710",2009-9
Georgia,2009-36,4,2009-9
India,2009-36,113,2009-9
Indonesia,2009-36,NA,2009-9
Iran (Islamic Republic of),2009-36,27,2009-9
Iraq,2009-36,0,2009-9
Israel,2009-36,197,2009-9
Japan,2009-36,595,2009-9
Jordan,2009-36,NA,2009-9
Kazakhstan,2009-36,NA,2009-9
Kyrgyzstan,2009-36,1,2009-9
Lao People's Democratic Republic,2009-36,NA,2009-9
Malaysia,2009-36,12,2009-9
Mongolia,2009-36,0,2009-9
Nepal,2009-36,NA,2009-9
Oman,2009-36,0,2009-9
Pakistan,2009-36,0,2009-9
Philippines,2009-36,12,2009-9
Qatar,2009-36,NA,2009-9
Republic of Korea,2009-36,10,2009-9
Singapore,2009-36,243,2009-9
Sri Lanka,2009-36,5,2009-9
Syrian Arab Republic,2009-36,NA,2009-9
Thailand,2009-36,19,2009-9
Turkey,2009-36,NA,2009-9
Viet Nam,2009-36,38,2009-9
Afghanistan,2009-37,NA,2009-9
Armenia,2009-37,NA,2009-9
Azerbaijan,2009-37,NA,2009-9
Bahrain,2009-37,NA,2009-9
Bangladesh,2009-37,NA,2009-9
Bhutan,2009-37,NA,2009-9
Cambodia,2009-37,24,2009-9
China,2009-37,"4,142",2009-9
Georgia,2009-37,1,2009-9
India,2009-37,166,2009-9
Indonesia,2009-37,NA,2009-9
Iran (Islamic Republic of),2009-37,35,2009-9
Iraq,2009-37,0,2009-9
Israel,2009-37,167,2009-9
Japan,2009-37,519,2009-9
Jordan,2009-37,NA,2009-9
Kazakhstan,2009-37,NA,2009-9
Kyrgyzstan,2009-37,0,2009-9
Lao People's Democratic Republic,2009-37,NA,2009-9
Malaysia,2009-37,6,2009-9
Mongolia,2009-37,0,2009-9
Nepal,2009-37,NA,2009-9
Oman,2009-37,0,2009-9
Pakistan,2009-37,0,2009-9
Philippines,2009-37,5,2009-9
Qatar,2009-37,NA,2009-9
Republic of Korea,2009-37,16,2009-9
Singapore,2009-37,188,2009-9
Sri Lanka,2009-37,NA,2009-9
Syrian Arab Republic,2009-37,NA,2009-9
Thailand,2009-37,24,2009-9
Turkey,2009-37,NA,2009-9
Viet Nam,2009-37,75,2009-9
Afghanistan,2009-38,NA,2009-9
Armenia,2009-38,NA,2009-9
Azerbaijan,2009-38,NA,2009-9
Bahrain,2009-38,NA,2009-9
Bangladesh,2009-38,NA,2009-9
Bhutan,2009-38,NA,2009-9
Cambodia,2009-38,16,2009-9
China,2009-38,"4,242",2009-9
Georgia,2009-38,0,2009-9
India,2009-38,279,2009-9
Indonesia,2009-38,NA,2009-9
Iran (Islamic Republic of),2009-38,16,2009-9
Iraq,2009-38,0,2009-9
Israel,2009-38,194,2009-9
Japan,2009-38,717,2009-9
Jordan,2009-38,NA,2009-9
Kazakhstan,2009-38,NA,2009-9
Kyrgyzstan,2009-38,0,2009-9
Lao People's Democratic Republic,2009-38,NA,2009-9
Malaysia,2009-38,6,2009-9
Mongolia,2009-38,0,2009-9
Nepal,2009-38,NA,2009-9
Oman,2009-38,0,2009-9
Pakistan,2009-38,0,2009-9
Philippines,2009-38,2,2009-9
Qatar,2009-38,NA,2009-9
Republic of Korea,2009-38,19,2009-9
Singapore,2009-38,0,2009-9
Sri Lanka,2009-38,NA,2009-9
Syrian Arab Republic,2009-38,NA,2009-9
Thailand,2009-38,9,2009-9
Turkey,2009-38,NA,2009-9
Viet Nam,2009-38,82,2009-9
Afghanistan,2009-39,NA,2009-9
Armenia,2009-39,NA,2009-9
Azerbaijan,2009-39,NA,2009-9
Bahrain,2009-39,NA,2009-9
Bangladesh,2009-39,NA,2009-9
Bhutan,2009-39,NA,2009-9
Cambodia,2009-39,32,2009-9
China,2009-39,"5,383",2009-9
Georgia,2009-39,1,2009-9
India,2009-39,318,2009-9
Indonesia,2009-39,NA,2009-9
Iran (Islamic Republic of),2009-39,18,2009-9
Iraq,2009-39,0,2009-9
Israel,2009-39,146,2009-9
Japan,2009-39,475,2009-9
Jordan,2009-39,NA,2009-9
Kazakhstan,2009-39,NA,2009-9
Kyrgyzstan,2009-39,1,2009-9
Lao People's Democratic Republic,2009-39,NA,2009-9
Malaysia,2009-39,2,2009-9
Mongolia,2009-39,0,2009-9
Nepal,2009-39,NA,2009-9
Oman,2009-39,0,2009-9
Pakistan,2009-39,2,2009-9
Philippines,2009-39,2,2009-9
Qatar,2009-39,NA,2009-9
Republic of Korea,2009-39,36,2009-9
Singapore,2009-39,0,2009-9
Sri Lanka,2009-39,3,2009-9
Syrian Arab Republic,2009-39,NA,2009-9
Thailand,2009-39,28,2009-9
Turkey,2009-39,NA,2009-9
Viet Nam,2009-39,54,2009-9
Afghanistan,2009-40,0,2009-10
Armenia,2009-40,NA,2009-10
Azerbaijan,2009-40,NA,2009-10
Bahrain,2009-40,NA,2009-10
Bangladesh,2009-40,NA,2009-10
Bhutan,2009-40,NA,2009-10
Cambodia,2009-40,24,2009-10
China,2009-40,"2,027",2009-10
Georgia,2009-40,0,2009-10
India,2009-40,224,2009-10
Indonesia,2009-40,NA,2009-10
Iran (Islamic Republic of),2009-40,25,2009-10
Iraq,2009-40,3,2009-10
Israel,2009-40,197,2009-10
Japan,2009-40,754,2009-10
Jordan,2009-40,NA,2009-10
Kazakhstan,2009-40,0,2009-10
Kyrgyzstan,2009-40,0,2009-10
Lao People's Democratic Republic,2009-40,NA,2009-10
Malaysia,2009-40,2,2009-10
Mongolia,2009-40,0,2009-10
Nepal,2009-40,NA,2009-10
Oman,2009-40,NA,2009-10
Pakistan,2009-40,0,2009-10
Philippines,2009-40,0,2009-10
Qatar,2009-40,NA,2009-10
Republic of Korea,2009-40,37,2009-10
Singapore,2009-40,0,2009-10
Sri Lanka,2009-40,2,2009-10
Syrian Arab Republic,2009-40,NA,2009-10
Thailand,2009-40,26,2009-10
Turkey,2009-40,2,2009-10
Viet Nam,2009-40,68,2009-10
Afghanistan,2009-41,0,2009-10
Armenia,2009-41,NA,2009-10
Azerbaijan,2009-41,NA,2009-10
Bahrain,2009-41,NA,2009-10
Bangladesh,2009-41,NA,2009-10
Bhutan,2009-41,NA,2009-10
Cambodia,2009-41,36,2009-10
China,2009-41,"1,097",2009-10
Georgia,2009-41,0,2009-10
India,2009-41,176,2009-10
Indonesia,2009-41,NA,2009-10
Iran (Islamic Republic of),2009-41,209,2009-10
Iraq,2009-41,0,2009-10
Israel,2009-41,171,2009-10
Japan,2009-41,997,2009-10
Jordan,2009-41,NA,2009-10
Kazakhstan,2009-41,NA,2009-10
Kyrgyzstan,2009-41,1,2009-10
Lao People's Democratic Republic,2009-41,NA,2009-10
Malaysia,2009-41,0,2009-10
Mongolia,2009-41,4,2009-10
Nepal,2009-41,NA,2009-10
Oman,2009-41,NA,2009-10
Pakistan,2009-41,1,2009-10
Philippines,2009-41,0,2009-10
Qatar,2009-41,NA,2009-10
Republic of Korea,2009-41,56,2009-10
Singapore,2009-41,2,2009-10
Sri Lanka,2009-41,1,2009-10
Syrian Arab Republic,2009-41,NA,2009-10
Thailand,2009-41,17,2009-10
Turkey,2009-41,3,2009-10
Viet Nam,2009-41,37,2009-10
Afghanistan,2009-42,1,2009-10
Armenia,2009-42,NA,2009-10
Azerbaijan,2009-42,NA,2009-10
Bahrain,2009-42,NA,2009-10
Bangladesh,2009-42,NA,2009-10
Bhutan,2009-42,NA,2009-10
Cambodia,2009-42,47,2009-10
China,2009-42,"1,901",2009-10
Georgia,2009-42,2,2009-10
India,2009-42,146,2009-10
Indonesia,2009-42,NA,2009-10
Iran (Islamic Republic of),2009-42,433,2009-10
Iraq,2009-42,26,2009-10
Israel,2009-42,108,2009-10
Japan,2009-42,"1,027",2009-10
Jordan,2009-42,NA,2009-10
Kazakhstan,2009-42,NA,2009-10
Kyrgyzstan,2009-42,NA,2009-10
Lao People's Democratic Republic,2009-42,NA,2009-10
Malaysia,2009-42,0,2009-10
Mongolia,2009-42,132,2009-10
Nepal,2009-42,NA,2009-10
Oman,2009-42,NA,2009-10
Pakistan,2009-42,1,2009-10
Philippines,2009-42,3,2009-10
Qatar,2009-42,NA,2009-10
Republic of Korea,2009-42,183,2009-10
Singapore,2009-42,0,2009-10
Sri Lanka,2009-42,28,2009-10
Syrian Arab Republic,2009-42,NA,2009-10
Thailand,2009-42,26,2009-10
Turkey,2009-42,81,2009-10
Viet Nam,2009-42,41,2009-10
Afghanistan,2009-43,53,2009-10
Armenia,2009-43,NA,2009-10
Azerbaijan,2009-43,NA,2009-10
Bahrain,2009-43,NA,2009-10
Bangladesh,2009-43,NA,2009-10
Bhutan,2009-43,NA,2009-10
Cambodia,2009-43,37,2009-10
China,2009-43,"2,271",2009-10
Georgia,2009-43,3,2009-10
India,2009-43,105,2009-10
Indonesia,2009-43,NA,2009-10
Iran (Islamic Republic of),2009-43,532,2009-10
Iraq,2009-43,360,2009-10
Israel,2009-43,161,2009-10
Japan,2009-43,"1,399",2009-10
Jordan,2009-43,NA,2009-10
Kazakhstan,2009-43,NA,2009-10
Kyrgyzstan,2009-43,0,2009-10
Lao People's Democratic Republic,2009-43,NA,2009-10
Malaysia,2009-43,12,2009-10
Mongolia,2009-43,355,2009-10
Nepal,2009-43,NA,2009-10
Oman,2009-43,NA,2009-10
Pakistan,2009-43,0,2009-10
Philippines,2009-43,NA,2009-10
Qatar,2009-43,NA,2009-10
Republic of Korea,2009-43,488,2009-10
Singapore,2009-43,0,2009-10
Sri Lanka,2009-43,39,2009-10
Syrian Arab Republic,2009-43,NA,2009-10
Thailand,2009-43,12,2009-10
Turkey,2009-43,526,2009-10
Viet Nam,2009-43,39,2009-10
Afghanistan,2009-44,31,2009-11
Armenia,2009-44,NA,2009-11
Azerbaijan,2009-44,NA,2009-11
Bahrain,2009-44,NA,2009-11
Bangladesh,2009-44,NA,2009-11
Bhutan,2009-44,NA,2009-11
Cambodia,2009-44,13,2009-11
China,2009-44,"3,028",2009-11
Georgia,2009-44,3,2009-11
India,2009-44,80,2009-11
Indonesia,2009-44,NA,2009-11
Iran (Islamic Republic of),2009-44,546,2009-11
Iraq,2009-44,458,2009-11
Israel,2009-44,313,2009-11
Japan,2009-44,"1,655",2009-11
Jordan,2009-44,NA,2009-11
Kazakhstan,2009-44,NA,2009-11
Kyrgyzstan,2009-44,0,2009-11
Lao People's Democratic Republic,2009-44,NA,2009-11
Malaysia,2009-44,7,2009-11
Mongolia,2009-44,306,2009-11
Nepal,2009-44,NA,2009-11
Oman,2009-44,NA,2009-11
Pakistan,2009-44,0,2009-11
Philippines,2009-44,2,2009-11
Qatar,2009-44,NA,2009-11
Republic of Korea,2009-44,566,2009-11
Singapore,2009-44,0,2009-11
Sri Lanka,2009-44,14,2009-11
Syrian Arab Republic,2009-44,NA,2009-11
Thailand,2009-44,8,2009-11
Turkey,2009-44,846,2009-11
Viet Nam,2009-44,30,2009-11
Afghanistan,2009-45,0,2009-11
Armenia,2009-45,NA,2009-11
Azerbaijan,2009-45,NA,2009-11
Bahrain,2009-45,NA,2009-11
Bangladesh,2009-45,NA,2009-11
