Model	Last_Change_Date	Region	Make	Aircraft_Group	Regis_Code	Design_Character	No_Engines	Type_Engine	Type_Landing_Gear	TC_Data_Sheet_Number	TC_Model
RAF2000GTXSE	02/08/1999	GL	AMTR  	2000  	05605YJ	1G7	1          	3O	NT	EXPA1G71	RAF2000GTXSE        
RAFGIXSEFI  	04/18/2001	GL	AMTR  	RAFGIX	05610M0	1G7	1          	  	  	EXPA1G71	RAFGIXSEFI          
RAG1        	03/22/1983	GL	AMTR  	RAG   	86505GF	   		  	  	EXPA1   	RAG1                
RAGTOP01    	11/19/2007	CE	AMTR  	      	059014J	1F7	1          	3I	  	EXPA1F71	RAGTOP01            
RAGWING     	10/24/2003	GL	AMTR  	RAGWIG	       	1Q7	1          	3I	NC	EXPA1Q71	RAGWING             
RAGWINGSPECI	02/25/2003	GL	AMTR  	RAGWIN	       	1Q7	1          	  	  	EXPA1Q71	RAGWINGSPECIAL      
RALLY3      	05/23/1985	GL	AMTR  	RALLY 	       	1L7	1          	3O	  	EXPA1L71	ROTECRALLY3         
RALLY3A     	05/23/1985	GL	AMTR  	RALLY 	       	1L7	1          	3O	  	EXPA1L71	ROTECRALLY3A        
RALLY3B     	05/23/1985	GL	AMTR  	RALLY 	       	1L7	1          	3O	  	EXPA1L71	ROTECRALLY3B        
RALLYE100S  	03/22/1983	EU	SOCATA	RALLYE	       	1L7	1          	3O	  	7A1EU   	RALLYE100S          
RALLYE150ST 	03/22/1983	EU	SOCATA	RALLYE	8400125	1L7	1          	3O	  	7A1EU   	RALLYE150ST         
RALLYE150T  	03/22/1983	EU	SOCATA	RALLYE	       	1L7	1          	3O	  	7A1EU   	RALLYE150T          
RALLYE235C  	03/22/1983	EU	SOCATA	RALLYE	8400131	1L7	1          	3O	  	7A14    	RALLYE235C          
RALLYE235E  	11/06/2001	EU	SOCATA	RALLYE	8400135	1L7	1          	3O	  	7A1EU   	RALLYE235E          
RAMSI       	07/06/1999	GL	AMTR  	RAMSI 	05616KP	1L7	1          	3O	NT	EXPA    	RAMSI               
RANSS10     	09/01/1993	GL	AMTR  	RANS  	0561654	1M7	1          	3I	NC	EXPA1M71	RANSS10SAKOTA       
RANSS11     	09/01/1993	GL	AMTR  	RANS  	05616XW	1L7	1          	3I	NC	EXPA1L71	RANSS11PURSUIT      
RANSS12     	09/01/1993	GL	AMTR  	RANS  	05618JF	1H7	1          	3I	NC	EXPA1H71	RANSS12             
RANSS12AIRLE	06/14/2001	GL	AMTR  	RANS  	05603UR	1H7	1          	3I	NT	EXPA1H71	RANSS12AIRAILE      
RANSS12TWOPL	02/28/2002	GL	AMTR  	RANS  	       	1H7	1          	  	NT	        	RANSS12TWOPLACE     
RANSS12XL   	10/08/2002	GL	AMTR  	RANS  	05607MS	1H7	1          	3I	NT	EXPA1H71	RANSS12XL           
RANSS14     	03/18/1998	GL	AMTR  	S14   	05605B4	1H7	1          	3I	NC	EXPA1H71	RANSS14             
RANSS16     	10/05/1998	GL	AMTR  	RANS  	05626YP	1L7	1          	3O	NC	EXPA1L71	RANSS16SHEKARI      
RANSS18     	10/17/2008	GL	AMTR  	RANS  	       	1H7	1          	  	NC	        	RANSS18STINGER      
RANSS4      	02/08/2000	GL	AMTR  	RANS  	05601PR	1H7	1          	31	NC	EXPA1H71	RANSS4COYCTE        
RANSS5      	01/15/2008	CE	AMTR  	RANS  	       	1H7	1          	  	NT	EXPA1H71	RANSS5              
RANSS5COYOTE	01/15/2008	CE	AMTR  	RANS  	       	1H7	1          	  	NT	EXPA1H71	RANSS5COYOTE        
RANSS6      	09/01/1993	GL	AMTR  	RANS  	0516EQ 	1H7	1          	3I	NC	EXPA1H71	RANSS6COYOTEII      
RANSS6ES    	01/15/2008	CE	AMTR  	RANS  	       	1H7	1          	  	NC	EXPA1H71	RANSS6ESCOYOTEII    
RANSS6S     	05/11/1999	GL	AMTR  	RANS  	05606P2	1H7	1          	3I	RC	EXPA1H71	RANSS6S             
RANSS6SUPER 	08/11/2003	GL	AMTR  	RANS  	05604DW	1H7	1          	3I	RC	EXPA1H71	RANSS6SUPER         
RANSS7      	09/01/1993	GL	AMTR  	RANS  	0561265	1H7	1          	3I	NC	EXPA1H71	RANSS7COURIER       
RANSS7S     	11/14/2008	GL	AMTR  	RANS  	       	1H7	1          	  	  	        	RANSS7SCOURIER      
RANSS9      	02/06/2002	GL	AMTR  	RANS  	05612RZ	1L7	1          	3I	NC	EXPA1L71	RANS S9             
RAPTOR      	11/14/2002	GL	AMTR  	RAPTOR	05624QK	1L7	1          	T5	RT	EXPA1L71	RAPTORSPEARMANMICHEA
RATSREPUS300	10/07/1999	GL	AMTR  	RATS  	05612WV	1Q7	1          	3O	NC	EXPA1Q71	RATSREPUS300        
RAVEN       	02/11/1999	GL	AMTR  	RAVEN 	05628AA	1H7	1          	3I	NC	EXPA1H71	RAVEN               
RAVIN500    	03/21/2008	CE	RAVIN 	500   	056214I	1L7	1          	3O	RT	EXPA1L71	RAVIN500            
RAYNERCRATE1	10/07/1999	GL	AMTR  	CRATES	       	1Q7	1          	3O	  	EXPA1Q71	RAYNERCRATES1       
RAYNERCRATE2	10/07/1999	GL	AMTR  	CRATES	       	1Q7	1          	3O	  	EXPA1Q71	RAYNERCRATES2       
RAYNERPUSHER	10/02/2001	GL	AMTR  	CRATES	0562067	1Q7	1          	3O	  	EXPA1Q71	RAYNERPUSHER        
RAZMUT      	03/22/1983	GL	AMTR  	440A  	       	1L7	1          	3O	  	EXPA1L71	RAZMUT440A          
RB1         	03/22/1983	EA	BUDD  	RB1   	1610506	2H7	2          	4R	  	TC756   	RB1                 
RB25        	03/22/1983	WP	NAMER 	B25   	6400702	2M7	2          	4R	  	AL2     	RB25                
RB5         	10/09/1990	GL	AMTR  	RB5   	05616Q9	1L7	1          	3V	NT	EXPA1L71	RB5                 
RBA         	03/22/1983	EA	WACO  	R     	9600304	1Q7	1          	3R	  	ATC466  	RBA                 
RC3         	12/09/1997	NM	STOLAM	RC3   	3080203	1H7	1          	3O	RC	A769    	RC3SEABEE           
RC45J       	02/09/2001	CE	BEECH 	18    	1151021	1L7	2          	3R	  	A765    	RC45J               
RD1         	10/07/1999	GL	AMTR  	HOUK  	1301573	1G7	1          	3O	NT	EXPA1G71	RD1                 
RDASKYBOLT  	08/31/2007	GL	AMTR  	SKYBLT	05610W5	1Q7	1          	3O	NC	EXPA1Q71	RDASKYBOLT          
REARWIND185 	01/08/1998	NE	COMWTH	185   	2370608	1H7	1          	3O	NC	A729    	REARWIND185         
REBEL       	04/15/1991	GL	AMTR  	REBEL 	05612SG	1L7	1          	3O	NC	EXPA1L71	REBEL 300           
REBEL2300   	10/07/1998	GL	AMTR  	REBEL 	05616RV	1H7	1          	3I	NC	EXPA1H71	REVEL2300           
REBEL300    	05/10/1991	GL	AMTR  	REBEL 	05612SG	1L7	1          	3O	NC	EXPA1L71	REBEL 300           
REBEL360    	03/13/1991	GL	AMTR  	REBEL 	056124N	1M7	1          	3O	RC	EXPA1M71	REBEL360            
REDBACK     	10/19/2007	GL	AIRBAU	REDBAC	       	1W7	1          	  	NT	EXPA1W71	AIRBORNEREDBACK     
REGIONNE    	06/14/1989	GL	AMTR  	2002  	CGFSY  	1L7	1          	3R	RC	EXPA1L71	REGIONNE2002        
REMOSG3600  	09/25/2008	EU	REMOS 	      	       	1H7	1          	  	NT	        	REMOS G3 600        
RENEGADE    	10/07/1999	GL	AMTR  	RENGDE	       	1M7	1          	3O	  	EXPA1M71	RENEGADE            
RENEGADE II 	02/05/2002	GL	AMTR  	RENGDE	05616VV	1M7	1          	3O	NC	EXPA    	RENEGADE I          
RENEGADESPIT	02/05/2002	GL	AMTR  	RENGAD	05612XV	1Q7	1          	3O	NC	EXPA1Q71	RENEGADESPIRIT      
REPLICADGA6 	09/06/1984	GL	AMTR  	REPDGA	0566171	1H7	1          	3R	  	EXPA1H71	REPLICAHOWARDDGA6   
REVOLUTIN500	11/14/2000	GL	AMTR  	MIN500	05602HV	1G7	1          	3O	  	EXPA1G71	REVOLUTIONHELIM500  
REWN175     	03/22/1983	EA	COMWTH	175   	2370402	1H7	1          	3O	  	A729    	REARWIN175          
REWN180     	03/22/1983	EA	COMWTH	180   	2370502	1H7	1          	3O	  	A729    	REARWIN180          
REWN180F    	03/22/1983	EA	COMWTH	180   	2370504	1H7	1          	3O	  	A729    	REARWIN180F         
REWN185     	03/22/1983	EA	COMWTH	185   	2370604	1H7	1          	3O	  	A729    	REARWIN185          
REWN190F    	03/22/1983	EA	COMWTH	190   	2370704	1H7	1          	3O	  	A729    	REARWIN190F         
REWN2000CO  	03/22/1983	EA	COMWTH	2000  	       	1Q7	1          	3R	  	ATC314  	REARWIN2000CO       
REWN6000    	03/22/1983	EA	COMWTH	6000  	2371106	1H7	1          	3I	  	ATC653  	REARWIN6000         
REWN6000M   	03/22/1983	EA	COMWTH	6000  	2371108	1H7	1          	3I	  	TC661   	REARWIN6000M        
REWN7000    	03/22/1983	EA	COMWTH	7000  	2371206	1H7	1          	3R	  	TC574   	REARWIN7000         
REWN7000DELX	03/22/1983	EA	COMWTH	7000  	2371208	1H7	1          	3R	  	TC574   	REARWINDELUX7000    
REWN8500    	03/22/1983	EA	COMWTH	8500  	2371306	1H7	1          	3R	  	A591    	REARWIN8500         
REWN8500DELX	03/22/1983	EA	COMWTH	8500  	2371308	1H7	1          	3R	  	A591    	REARWINDELUX8500    
REWN9000    	03/22/1983	EA	COMWTH	9000  	2371426	1H7	1          	3R	  	TC624   	REARWIN9000         
REWN9000DELX	03/22/1983	EA	COMWTH	9000  	2371428	1H7	1          	3R	  	TC624   	REARWINDELUX9000    
REWN9000KR  	03/22/1983	EA	COMWTH	9000  	2371416	1H7	1          	3R	  	A591    	REARWIN9000KR       
REWN9000KRDL	03/22/1983	EA	COMWTH	9000  	2371420	1H7	1          	3R	  	A591    	REARWINDELUX9000KR  
REWN9000L   	03/22/1983	EA	COMWTH	9000  	2371422	1H7	1          	3R	  	A591    	REARWIN9000L        
REWN9000LDEL	03/22/1983	EA	COMWTH	9000  	2371424	1H7	1          	3R	  	A591    	REARWINDELUX9000L   
REWNJR3000  	03/22/1983	EA	COMWTH	3000  	2370904	1H7	1          	3R	  	ATC434  	REARWINJR3000       
REWNJR4000  	03/22/1983	EA	COMWTH	4000  	       	1H7	1          	3R	  	ATC469  	REARWINJR4000       
RF15DAVIS   	03/22/1983	WP	NORTRP	F15   	6450410	2M7	2          	4R	  	AR12    	RF15                
RF4D        	03/22/1983	EU	SPTPUZ	RF4D  	8451012	1K7	1          	3O	  	EXPA1K71	RF4D                
RF5         	03/22/1983	EU	SPTPUZ	RF5   	8451014	1K7	1          	3O	  	EXPA1K71	RF5                 
RF5B        	03/22/1983	EU	SPTPUZ	RF5   	8451016	1K7	1          	3O	  	EXPA1K71	RF5B                
RF61CDAVIS  	03/22/1983	WP	NORTRP	F61   	6450408	2M7	2          	4R	  	AR12    	RF61C               
RH3         	10/07/1999	GL	AMTR  	RH3   	056033X	1K0	0          	  	  	AMTR1K00	ROSS-HICKS 3        
RH3A        	03/22/1983	NE	SKRSKY	S61   	       	2G7	2          	4U	  	H2EA    	RH3A                
RHJ8        	11/06/2001	GL	AMTR  	RHJ   	7900111	1K0	0          	  	  	EXPA1K00	RHJ8                
RHONLERCHE2 	03/22/1983	EU	SCHLER	II    	3801581	1K0	0          	  	  	7G6     	RHONLERCHEII        
RICESPEC    	03/22/1983	GL	AMTR  	RICE  	05601YQ	1M7	1          	3O	  	EXPA1M71	RICESPECIAL         
RICHARD125  	10/07/1999	GL	AMTR  	COMUTR	       	1H7	1          	3O	  	EXPA1H71	COMMUTER125         
RICHARD190A 	10/07/1999	GL	AMTR  	190   	       	1M7	1          	3O	  	EXPA1M71	RICHARDS190         
RIDGERUNNER3	11/06/2003	GL	AMTR  	RIDGE 	05615N6	1H7	1          	3I	NC	EXPA1H71	RIDGERUNNER3        
RIDGERUNNRII	10/15/2008	  	AMTR  	RIDGE 	       	1H7	1          	  	  	        	RIDGERUNNERII       
RL23D       	02/09/2001	CE	BEECH 	50    	1152528	1L7	2          	3O	  	5A4     	RL23D               
RNF         	03/22/1983	EA	WACO  	R     	9600422	1Q7	1          	3R	  	ATC311  	RNF                 
ROBIN       	03/22/1983	EA	CURTIS	ROBIN 	2620802	1H7	1          	3V	  	ATC40   	ROBIN               
ROBIN4C1A   	03/22/1983	EA	CURTIS	ROBIN 	2620810	1H7	1          	3R	  	ATC309  	ROBIN4C1A           
ROBINC1     	03/22/1983	EA	CURTIS	ROBIN 	2620806	1H7	1          	3R	  	ATC143  	ROBINC1             
ROBINC2     	03/22/1983	EA	CURTIS	ROBIN 	2620808	1H7	1          	3R	  	ATC144  	ROBINC2             
ROBINJ1     	03/22/1983	EA	CURTIS	ROBIN 	2620812	1H7	1          	3R	  	ATC220  	ROBINJ1             
ROBINJ1DELUX	03/22/1983	EA	CURTIS	ROBIN 	2620814	1H7	1          	3R	  	ATC220  	ROBINJ1DELUX        
ROBINMILWKPT	03/22/1983	EA	CURTIS	ROBIN 	2620804	1H7	1          	3V	  	2345    	ROBIN               
ROCKET185   	03/22/1983	WP	PIRTLE	ROC185	7140107	1L7	1          	3O	  	TC776   	ROCKET185           
ROHRSTAFF   	01/24/1984	GL	AMTR  	ROHSTF	       	1H7	1          	3O	  	EXPA1L71	ROHRSTAFF           
ROOTSHERPA  	11/06/2007	NM	AMTR  	SHERPA	05623QX	1H7	1          	3O	  	EXPA1H71	BYRONLROOTSHERPA    
ROSEPARAKEET	10/20/2003	GL	AMTR  	ROSEPA	0561288	1B7	1          	3O	NC	EXPA1B71	ROSEPARAKEET        
ROSEPEREGRIN	11/06/2007	GL	AMTR  	PEREGR	056239Q	1Q7	1          	3O	NC	EXPA1Q71	ROSEPEREGRINE       
ROSSRH3     	10/07/1999	GL	AMTR  	ROSS  	       	1K0	0          	  	  	EXPA1K00	SRH3                
ROTGYRO     	03/02/1990	  	      	ROTGYR	       	   		  	  	NONE    	ROTGYRO             
ROTORDYNE200	02/25/2003	GL	AMTR  	RODYNE	05605OD	1G7	1          	  	  	EXPA1G71	ROTORDYNE200        
ROTORHORSE  	08/20/2002	GL	AMTR  	ASHTON	       	1G7	1          	  	  	EXPA1G71	ROTORHORSE          
ROTORWAY162F	08/01/2002	GL	AMTR  	RWEXEC	       	1G7	1          	3O	  	EXPA1G71	ROTORWAYEXEC162F    
ROTORWAYEXEC	07/17/1984	GL	AMTR  	RWEXEC	       	1G7	1          	3O	  	EXPA1G71	ROTORWAYEXEC        
ROYALT      	10/08/1997	GL	AMTR  	ROYALT	       	1L7	1          	3O	RT	EXPA1L71	ROYAL T             
RPT         	03/22/1983	EA	WACO  	RPT   	9600340	1Q7	1          	3R	  	A8CE    	RPT                 
RRJ95B      	12/20/2013	EU	SUKHOI	RRJ95 	       	2L7	2          	4F	RT	EXPA2L72	SUPERJET 100/95     
RS1         	12/18/2001	EA	ROSS  	RS    	056010N	1H7	1          	3O	  	TC732   	RS1                 
RS15        	03/22/1983	GL	AMTR  	RS15  	05647AL	1K0	0          	  	  	EXPA1K00	RS15                
RS2L        	03/22/1983	EA	ROSS  	RS    	       	1H7	1          	3O	  	TC732   	RS2L                
RT33A       	03/22/1983	WP	LKHEED	T33   	5260404	1L7	1          	4J	  	EX1L714J	RT33A               
RU21A       	02/09/2001	CE	BEECH 	90    	       	1L7	2          	3T	  	3A20    	RU21A               
RU21B       	02/09/2001	CE	BEECH 	90    	       	1L7	2          	3T	  	3A20    	RU21B               
RU21C       	02/09/2001	CE	BEECH 	90    	       	1L7	2          	3T	  	3A20    	RU21C               
RU21D       	02/09/2001	CE	BEECH 	90    	       	1L7	2          	3T	  	3A20    	RU21D               
RU21E       	02/09/2001	CE	BEECH 	90    	       	1L7	2          	3T	  	3A20    	RU21E               
RU21H       	02/09/2001	CE	BEECH 	90    	       	1L7	2          	3T	  	3A20    	RU21H               
RU21J       	02/09/2001	CE	BEECH 	90    	       	1L7	2          	3T	  	3A20    	RU21J               
RUFLI       	09/10/2008	GL	AMTR  	      	056222S	   		  	  	EXPA    	RUFLI               
RUFTAIL     	07/15/1993	GL	AMTR  	RFTAIL	130017T	1G7	1          	3I	NT	EXPA1G71	RUFTAIL             
RUSTLER     	07/16/2003	GL	AMTR  	RUSTLE	05603S9	1H7	1          	  	  	EXPA1H71	RUSTLER             
RUTANDEFIANT	04/11/2001	GL	AMTR  	RUTAN 	056072N	1M7	1          	3O	RT	EXPA1M71	RUTANDEFIANT        
RV10        	11/14/2008	GL	AMTR  	VANS  	       	1L7	1          	3O	  	        	RV10                
RV12        	06/22/2016	GL	AMTR  	VANS  	056283L	1L7	1          	3O	NT	EXPA1L71	RV12                
RV14        	08/29/2014	GL	AMTR  	VANS  	       	1L7	1          	3O	NC	EXPA1L71	RV14                
RV14A       	08/29/2014	GL	AMTR  	VANS  	05631QQ	1L7	1          	3O	NT	EXPA1L71	RV14A               
RV3         	10/07/1999	GL	AMTR  	VANSAC	05608T7	1L7	1          	3O	NC	EXPA1L71	VANS AIRCRAFT INC   
RV3A        	02/06/2002	GL	AMTR  	VANS  	       	1L7	1          	3O	NC	EXPA1L71	VANSRV3A            
RV4         	06/30/1992	GL	AMTR  	RV4   	       	1L7	1          	3O	NC	EXPA1L71	RV4                 
RV6         	08/08/1990	GL	AMTR  	VANS  	05608  	1L7	1          	3O	NC	EXPA1L71	VANS RV6            
RV6A        	08/23/1996	GL	AMTR  	RV6A  	0560213	1L7	1          	3O	NT	EXPA1L71	RV6A                
RV6T        	12/17/2003	GL	AMTR  	VANS  	05608WC	1L7	1          	30	NC	EXPA1L71	RV6T                
RV7         	11/14/2008	GL	AMTR  	VANS  	       	1L7	1          	3O	  	        	RV7                 
RV7A        	11/06/2003	GL	AMTR  	VANS  	056146Z	1L7	1          	  	  	EXPA1L71	RV7A                
RV8         	02/14/2000	GL	AMTR  	VANS  	       	1L7	1          	3O	NT	EXPA1L71	VANSRV8             
RV8A        	07/12/2001	GL	AMTR  	VANS  	05608J0	1L7	1          	3O	NC	EXPA1L71	RV8A                
RV8F        	05/03/2004	GL	AMTR  	VANS  	056150V	1L7	1          	  	  	EXPA1L71	RV8F                
RV9         	11/19/2007	GL	AMTR  	VANS  	05617WD	1L7	1          	3O	NT	EXPA1L71	RV9                 
RV9A        	10/02/2002	GL	AMTR  	VANS  	05614C3	1L7	1          	3O	NT	EXPA1L71	RV9A                
RW3AP75     	03/22/1983	EU	RHNFLU	RW3   	7600101	1L7	1          	3O	  	7A8     	RW3AP75             
RW3BP75     	11/06/2001	EU	RHNFLU	RW3   	7600105	1L7	1          	3O	  	7A8     	RW3BP75             
RW3P75      	03/22/1983	EU	RHNFLU	RW3   	7600504	1L7	1          	3O	  	7A8     	RW3P75              
RX550       	08/20/1993	GL	AMTR  	RX550 	05618XQ	1H7	1          	3I	NT	EXPA1H71	RX550BEAVER         
RX6         	03/22/1983	NM	RAVEN 	RX6   	7480502	1B0	0          	  	  	A15CE   	RX6                 
RX7         	07/12/1999	NM	RAVEN 	RX7   	7480503	1B0	0          	  	  	A15CE   	RX7                 
RX8         	11/25/2002	NM	AROSTR	RX8   	7487008	1B0	0          	  	  	A15CE   	RX8 AEROSTAR        
RX9         	02/08/2000	NM	AROSTR	RX9   	7487010	1B0	0          	  	  	A15CE   	RX9AEROSTAR         
RXS8        	11/06/2001	NM	AROSTR	RXS8  	7487009	1B0	0          	  	  	A15CE   	RXS8AEROSTAR        
S1          	05/28/1999	GL	SWIFT 	S1    	1130861	1M7	1          	3O	RC	A766    	SWIFT LTD S1        
S10         	11/10/1994	EU	STEMME	S10   	1130868	1K7	1          	3O	RC	G58EU   	STEMME              
S1000       	11/10/1994	SO	AIRSHP	S1000 	3860100	1B7	2          	3O	0 	TS0002AT	SENTINAL1000        
S10V        	11/18/2002	EU	STEMME	S10   	1130871	1K7	1          	30	RC	        	S10V                
S10VT       	07/12/2001	EU	STEMME	S10   	1130872	1K7	1          	3O	RC	GO6CE   	S10VT               
S111B       	07/14/1998	GL	AMTR  	S111B 	056224A	1Q7	1          	3O	NC	EXPA1Q71	S111B               
S11AC       	02/08/1984	SW	BBAVIA	11    	0191104	1H7	1          	3O	  	A761    	S11AC               
S11BC       	02/08/1984	SW	BBAVIA	11    	0191108	1H7	1          	3O	  	A761    	S11BC               
S11CC       	02/08/1984	SW	BBAVIA	11    	0191112	1H7	1          	3O	  	A796    	S11CC               
S121        	03/22/1983	GL	GOODYR	S121  	3870145	1B0	0          	  	  	1A14    	S121                
S13         	03/22/1983	GL	AMTR  	S13   	       	1L7	1          	3O	  	EXPA1L71	S13                 
S14F        	03/22/1983	GL	AMTR  	S14   	0566157	1L7	1          	3O	  	EXPA1L71	S14FPARSON          
S15AC       	03/22/1983	EA	ARONCA	15    	0191204	1H7	1          	3O	  	A802    	15AC                
S18A        	02/09/2001	CE	BEECH 	18    	1150604	1L7	2          	3R	  	TC630   	S18A                
S18D        	02/09/2001	CE	BEECH 	18    	1150706	1L7	2          	3R	  	A684    	S18D                
S1A65F      	03/22/1983	AL	ARCTIC	S1A   	1850204	1H7	1          	3O	  	A737    	S1A65F              
S1A85F      	03/22/1983	AL	ARCTIC	S1A   	1850206	1H7	1          	3O	  	A737    	S1A85F              
S1A90F      	03/22/1983	AL	ARCTIC	S1A   	1850208	1H7	1          	3O	  	A737    	S1A90F              
S1AAMERAC   	03/22/1983	WP	AMERAC	S1    	       	1L7	1          	3R	  	ATC521  	AIRSTERS1A          
S1AARCTIC   	03/22/1983	AL	ARCTIC	S1A   	1850202	1H7	1          	3O	  	A737    	S1A                 
S1B1        	03/22/1983	AL	ARCTIC	S1B1  	1850302	1H7	1          	3O	  	A754    	S1B1                
S1B2        	03/22/1983	AL	ARCTIC	S1B2  	1850303	1H7	1          	3O	  	A754    	S1B2                
S1BAMERAC   	03/22/1983	WP	AMERAC	S1    	0600202	1L7	1          	3R	  	TC705   	S1B                 
S1C         	03/31/1998	GL	AMTR  	S1C   	       	1Q7	1          	3O	NC	EXPA1Q71	S1C                 
S1CADET     	03/22/1983	WP	HARLOW	S1    	4160106	1H7	1          	3O	  	2558    	S1CADET             
S1E         	02/06/2002	GL	AMTR  	PITTS 	7221024	1Q7	1          	3O	NC	EXPA1Q71	PITTS S1E           
S1PITTS     	03/22/1983	NM	CHILD 	S1    	0110100	1Q7	1          	3O	  	A8SO    	S1                  
S1SPITTS    	03/22/1983	NM	CHILD 	S1    	0110301	1Q7	1          	3O	  	A8SO    	S1S                 
S1TPITTS    	03/22/1983	NM	CHILD 	S1    	0110303	1Q7	1          	3O	  	A8SO    	S1T                 
S2*         	03/22/1983	SO	AYRES 	S2    	       	1L7	1          	3R	  	2A9     	S2MODELUNK          
S20518F     	10/02/2001	EU	MRCHTI	S205  	0260500	1L7	1          	3O	  	A9EU    	S20518F             
S20518R     	10/02/2001	EU	MRCHTI	S205  	0260499	1L7	1          	3O	  	A9EU    	S20518R             
S20520F     	11/06/2001	EU	MRCHTI	S205  	8120414	1L7	1          	3O	  	A9EU    	S20520F             
S20520R     	10/02/2001	EU	MRCHTI	S205  	0260498	1L7	1          	3O	  	A9EU    	S20520R             
S20522R     	03/22/1983	EU	MRCHTI	S205  	8120412	1L7	1          	3O	  	A9EU    	S20522R             
S208        	01/28/2004	EU	MRCHTI	S205  	8121300	1L7	1          	3O	  	A9EU    	S208                
S208A       	03/22/1983	EU	MRCHTI	S205  	       	1L7	1          	3O	  	A9EU    	S208A               
S210        	10/02/2001	EU	MRCHTI	S210  	0260495	1L7	2          	3O	  	A25EU   	S210                
S25         	03/22/1983	EU	STBROS	S25   	8100525	   		  	  	        	S25SANDINGHAM       
S2A         	12/18/2001	SO	AYRES 	S2    	8380202	1L7	1          	3R	NC	2A9     	S2A                 
S2AAYRES    	05/02/1984	SO	AYRES 	S2    	0143002	1L7	1          	3R	  	2A9     	S2A                 
S2APITTS    	03/22/1983	NM	CHILD 	S2    	0110201	1Q7	1          	3O	  	A8SO    	S2A                 
S2ASTROJNIK 	06/07/1999	GL	AMTR  	S2A   	056229S	1K7	1          	3O	NC	EXPA    	S2ASTROJNIK         
S2B         	08/25/1997	SO	PITTS 	S2B   	2210006	1Q7	1          	3O	NC	A8SO    	S2B                 
S2BAYRES    	05/02/1984	SO	AYRES 	S2    	0143004	1L7	1          	3R	  	2A7     	S2B                 
S2BPITTS    	03/22/1983	NM	CHILD 	S2    	0110304	1Q7	1          	3O	  	A8SO    	S2B                 
S2C         	03/22/1983	SO	AYRES 	S2    	0143006	1L7	1          	3R	  	2A7     	S2C                 
S2F         	02/11/1999	SO	GRUMAV	S2    	3951006	2H7	2          	4O	RT	EXPA2H72	S2F                 
S2F1        	09/21/2000	SO	GRUMAV	S2    	3951008	2H7	2          	4R	RT	EXPA2H72	S2F1                
S2F3AT      	08/31/2007	NM	MARSH 	S2F   	5420000	2H7	2          	4T	RT	T00009LA	S2F3AT              
S2F3S       	01/31/2002	SO	MARSH 	S2F   	3951007	2H7	2          	4O	RT	A51NM   	S2F3S               
S2PITTS     	03/22/1983	NM	CHILD 	S2    	011101A	1Q7	1          	3O	  	A8SO    	S2                  
S2R         	01/19/1996	CE	AYRES 	S2    	7630202	1L7	1          	3R	NC	A4SW    	S2R                 
